ID,HinhAnh,HangXe,DongXe,NamSX,XuatXu,KieuDang,SoKm,NgoaiThat,NoiThat,NhienLieu,DongCo,HopSo,DanDong,Gia
6658,https://s.bonbanh.com/uploads/users/93005/car/4488836/m_1658107677.762.jpg,BMW,3 Series,2009,Nhập khẩu,Sedan,146000,Đen,Nâu,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,360000000
6659,https://s.bonbanh.com/uploads/users/39022/car/4531806/m_1660352516.220.jpg,Mazda,3,2016,Lắp ráp trong nước,Sedan,91000,Xanh,Đen,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,485000000
6660,https://s.bonbanh.com/uploads/users/113676/car/4435241/m_1655259054.453.jpeg,Lexus,GX,2006,Nhập khẩu,SUV,73000,Đen,Kem,Xăng,4.7,Số tự động,AWD - 4 bánh toàn thời gian,745000000
6661,https://s.bonbanh.com/uploads/users/263516/car/4618542/m_1664872834.341.jpeg,Kia,Cerato,2017,Lắp ráp trong nước,Sedan,62000,Đen,Kem,Xăng,1.6,Số tay,FWD - Dẫn động cầu trước,410000000
6662,https://s.bonbanh.com/uploads/users/669051/car/4618540/m_1664872612.407.jpeg,Toyota,Highlander,2014,Nhập khẩu,SUV,48000,Cát,Kem,Xăng,3.5,Số tự động,AWD - 4 bánh toàn thời gian,1920000000
6663,https://s.bonbanh.com/uploads/users/373462/car/4607370/m_1664328109.365.jpg,Hyundai,i10,2020,Lắp ráp trong nước,Hatchback,30000,Đỏ,Nhiều màu,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,408000000
6664,https://s.bonbanh.com/uploads/users/112834/car/4575844/m_1662721812.265.jpg,Hyundai,SantaFe,2019,Lắp ráp trong nước,SUV,38000,Xanh,Đen,Xăng,2.4,Số tự động,AWD - 4 bánh toàn thời gian,995000000
6665,https://s.bonbanh.com/uploads/users/112834/car/4596700/m_1663757753.932.jpg,Mazda,CX5,2019,Lắp ráp trong nước,SUV,29000,Đen,Đen,Xăng,2,Số tự động,FWD - Dẫn động cầu trước,815000000
6666,,Hyundai,Accent,2020,Lắp ráp trong nước,Sedan,26000,Trắng,Đồng,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,510000000
6667,https://s.bonbanh.com/uploads/users/581828/car/4583957/m_1663140659.193.jpg,BMW,5 Series,2011,Nhập khẩu,Sedan,70000,Xám,Kem,Xăng,2.5,Số tự động,RFD - Dẫn động cầu sau,605000000
6668,https://s.bonbanh.com/uploads/users/490344/car/4580073/m_1662965028.491.jpg,Kia,Cerato,2017,Lắp ráp trong nước,Sedan,60000,Trắng,Ghi,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,505000000
6669,https://s.bonbanh.com/uploads/users/647827/car/4583933/m_1663140073.158.jpg,Toyota,Fortuner,2019,Lắp ráp trong nước,SUV,38000,Đen,Nâu,Dầu,2.4,Số tự động,RFD - Dẫn động cầu sau,1010000000
6670,https://s.bonbanh.com/uploads/users/172264/car/4456852/m_1656389002.jpeg,Hyundai,i10,2019,Lắp ráp trong nước,Hatchback,68000,Bạc,Nhiều màu,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,379000000
6671,https://s.bonbanh.com/uploads/users/594173/car/4581809/m_1663044500.716.jpeg,Kia,Morning,2014,Nhập khẩu,Hatchback,60000,Trắng,Đen,Xăng,1,Số tự động,FWD - Dẫn động cầu trước,340000000
6672,https://s.bonbanh.com/uploads/users/57480/car/4583890/m_1663138861.235.jpeg,Kia,Morning,2019,Lắp ráp trong nước,Hatchback,32567,Trắng,Kem,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,365000000
6673,https://s.bonbanh.com/uploads/users/669554/car/4583727/m_1663132834.879.jpg,Mazda,CX5,2020,Lắp ráp trong nước,SUV,22000,Trắng,Đen,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,850000000
6674,https://s.bonbanh.com/uploads/users/670994/car/4583889/m_1663138612.555.jpg,Toyota,Camry,2013,Lắp ráp trong nước,Sedan,100000,Đen,Đen,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,499000000
6675,https://s.bonbanh.com/uploads/users/55662/car/4559047/m_1661829515.615.jpg,Ford,Ranger,2021,Nhập khẩu,Bán tải / Pickup,10000,Đen,Ghi,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,715000000
6676,https://s.bonbanh.com/uploads/users/670982/car/4583760/m_1663134118.615.jpg,Honda,Civic,2021,Nhập khẩu,Sedan,18000,Trắng,Đen,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,750000000
6677,https://s.bonbanh.com/uploads/users/606406/car/4553028/m_1661489898.740.jpg,Mercedes Benz,C class,2019,Lắp ráp trong nước,Sedan,35000,Trắng,Đen,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,1279000000
6678,https://s.bonbanh.com/uploads/users/513208/car/4487279/m_1657983531.509.jpg,Chevrolet,Cruze,2012,Lắp ráp trong nước,Sedan,99999,Đỏ,Kem,Xăng,1.6,Số tay,FWD - Dẫn động cầu trước,265000000
6679,https://s.bonbanh.com/uploads/users/390252/car/4296122/m_1648089655.482.jpg,Volvo,XC40,2019,Nhập khẩu,SUV,32000,Xám,Đen,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,1650000000
6680,https://s.bonbanh.com/uploads/users/54619/car/4583717/m_1663132469.940.jpg,Chevrolet,Trailblazer,2018,Nhập khẩu,SUV,137000,Xám,Nâu,Dầu,2.5,Số tự động,RFD - Dẫn động cầu sau,593000000
6681,https://s.bonbanh.com/uploads/users/602170/car/4579219/m_1662917860.988.jpg,Toyota,Raize,2021,Nhập khẩu,SUV,11600,Trắng,Đen,Xăng,1,Số tự động,FWD - Dẫn động cầu trước,615000000
6682,https://s.bonbanh.com/uploads/users/5237/car/4618525/m_1664872576.281.jpg,Hyundai,Grand Starex,2009,Nhập khẩu,Van/Minivan,12000,Bạc,Ghi,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,370000000
6683,https://s.bonbanh.com/uploads/users/117747/car/4449593/m_1655972531.632.jpg,Mazda,CX5,2018,Lắp ráp trong nước,SUV,62000,Trắng,Đen,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,785000000
6684,https://s.bonbanh.com/uploads/users/378062/car/4578688/m_1663059606.jpg,Mercedes Benz,E class,2021,Lắp ráp trong nước,Sedan,23000,Đen,Nâu,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,2839000000
6685,https://s.bonbanh.com/uploads/users/378062/car/4345821/m_1650868831.jpg,Rolls Royce,Phantom,2011,Nhập khẩu,Sedan,40000,Trắng,Vàng,Xăng,6.7,Số tự động,AWD - 4 bánh toàn thời gian,19500000000
6686,https://s.bonbanh.com/uploads/users/65240/car/4337837/m_1650200404.137.jpeg,Toyota,Venza,2011,Nhập khẩu,Crossover,90000,Đen,Ghi,Xăng,2.7,Số tự động,AWD - 4 bánh toàn thời gian,699000000
6687,https://s.bonbanh.com/uploads/users/378062/car/4578473/m_1662878514.978.jpeg,Toyota,RAV4,2014,Nhập khẩu,SUV,38000,Đen,Ghi,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,999000000
6688,https://s.bonbanh.com/uploads/users/629661/car/4562345/m_1662001572.911.jpg,Mercedes Benz,S class,2014,Lắp ráp trong nước,Sedan,92000,Trắng,Đen,Xăng,3,Số tự động,RFD - Dẫn động cầu sau,1890000000
6689,https://s.bonbanh.com/uploads/users/515800/car/4500654/m_1658719610.550.jpg,BMW,X1,2018,Nhập khẩu,SUV,25000,Đỏ,Kem,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,1330000000
6690,https://s.bonbanh.com/uploads/users/602170/car/4616576/m_1664783914.199.jpg,Toyota,Wigo,2018,Nhập khẩu,Hatchback,32000,Trắng,Đen,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,339000000
6691,https://s.bonbanh.com/uploads/users/153824/car/4618535/m_1664872756.876.jpg,Mazda,3,2016,Lắp ráp trong nước,Sedan,58000,Đen,Đen,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,476000000
6692,https://s.bonbanh.com/uploads/users/587237/car/4618517/m_1664872445.177.jpg,Toyota,Rush,2019,Nhập khẩu,SUV,80800,Đỏ,Kem,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,610000000
6693,https://s.bonbanh.com/uploads/users/112834/car/4618516/m_1664872415.160.jpg,Mazda,3,2020,Lắp ráp trong nước,Sedan,40000,Đỏ,Đen,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,708000000
6694,https://s.bonbanh.com/uploads/users/529792/car/4608033/m_1664345207.792.jpeg,Chevrolet,Spark,2018,Lắp ráp trong nước,Hatchback,25000,Đỏ,Đỏ,Xăng,1.2,Số tay,FWD - Dẫn động cầu trước,238000000
6695,https://s.bonbanh.com/uploads/users/8170/car/4601181/m_1663992272.253.jpeg,Suzuki,Celerio,2018,Nhập khẩu,Hatchback,60000,Trắng,Kem,Xăng,1,Số tự động,FWD - Dẫn động cầu trước,290000000
6696,https://s.bonbanh.com/uploads/users/575077/car/4529240/m_1662613111.jpg,Mercedes Benz,C class,2021,Lắp ráp trong nước,Sedan,9333,Trắng,Kem,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,1639000000
6697,https://s.bonbanh.com/uploads/users/575077/car/4569418/m_1662613299.jpg,Mercedes Benz,E class,2018,Lắp ráp trong nước,Sedan,24000,Đen,Đen,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,1599000000
6698,https://s.bonbanh.com/uploads/users/575077/car/4575545/m_1663560571.jpg,Mercedes Benz,S class,2019,Lắp ráp trong nước,Sedan,37530,Đen,Đen,Xăng,3,Số tự động,RFD - Dẫn động cầu sau,3999000000
6699,https://s.bonbanh.com/uploads/users/575077/car/4503888/m_1658883994.977.jpg,Mercedes Benz,E class,2019,Lắp ráp trong nước,Sedan,22000,Đen,Đen,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,1919000000
6700,https://s.bonbanh.com/uploads/users/575077/car/4576784/m_1663225104.jpg,Mercedes Benz,GLC,2021,Lắp ráp trong nước,SUV,19200,Đen,Kem,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,2469000000
6701,https://s.bonbanh.com/uploads/users/575077/car/4553624/m_1664261309.jpg,Mercedes Benz,GLA class,2017,Nhập khẩu,SUV,20000,Trắng,Đen,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,1119000000
6702,https://s.bonbanh.com/uploads/users/575077/car/4584322/m_1663224668.jpg,Mercedes Benz,E class,2018,Lắp ráp trong nước,Sedan,6918,Đen,Nâu,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,1639000000
6703,https://s.bonbanh.com/uploads/users/592895/car/4618510/m_1664872195.604.jpg,Toyota,Rush,2019,Nhập khẩu,SUV,80000,Đỏ,Nâu,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,610000000
6704,https://s.bonbanh.com/uploads/users/575077/car/4605741/m_1664246567.641.jpg,Mercedes Benz,GL,2016,Nhập khẩu,SUV,110400,Đen,Kem,Dầu,3,Số tự động,AWD - 4 bánh toàn thời gian,1919000000
6705,https://s.bonbanh.com/uploads/users/562486/car/4406306/m_1653724411.605.jpeg,Mazda,3,2021,Lắp ráp trong nước,Sedan,10000,Xanh,Đen,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,695000000
6706,https://s.bonbanh.com/uploads/users/562486/car/4616830/m_1664790953.898.jpeg,Kia,K3,2022,Lắp ráp trong nước,Sedan,10000,Xanh,Nhiều màu,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,650000000
6707,https://s.bonbanh.com/uploads/users/637237/car/4518318/m_1659609912.100.jpg,Mercedes Benz,GLC,2017,Lắp ráp trong nước,SUV,60000,Đỏ,Đồng,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,1450000000
6708,https://s.bonbanh.com/uploads/users/127275/car/4618501/m_1664872063.275.jpg,Hyundai,SantaFe,2021,Lắp ráp trong nước,SUV,19000,Xanh,Nâu,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,1450000000
6709,https://s.bonbanh.com/uploads/users/293707/car/4375356/m_1652169271.959.jpeg,Toyota,Prado,2015,Nhập khẩu,SUV,75000,Đen,Đen,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,1485000000
6710,https://s.bonbanh.com/uploads/users/474650/car/4617844/m_1664854832.927.jpg,Toyota,Corolla altis,2016,Lắp ráp trong nước,Sedan,50000,Trắng,Đen,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,570000000
6711,https://s.bonbanh.com/uploads/users/163033/car/4599975/m_1663920170.184.jpg,Toyota,Vios,2018,Lắp ráp trong nước,Sedan,39000,Ghi,Kem,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,458000000
6712,https://s.bonbanh.com/uploads/users/85482/car/4618481/m_1664871566.169.jpeg,Ford,Ranger,2016,Nhập khẩu,Bán tải / Pickup,116000,Ghi,Nhiều màu,Dầu,2.2,Số tay,4WD - Dẫn động 4 bánh,499000000
6713,https://s.bonbanh.com/uploads/users/646277/car/4485560/m_1657889096.166.jpeg,Toyota,Venza,2009,Nhập khẩu,Crossover,89900,Nâu,Nhiều màu,Xăng,2.7,Số tự động,AWD - 4 bánh toàn thời gian,599000000
6714,https://s.bonbanh.com/uploads/users/87733/car/4618497/m_1664871956.704.jpg,Honda,CRV,2021,Lắp ráp trong nước,SUV,6000,Đen,Đen,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,1070000000
6715,https://s.bonbanh.com/uploads/users/669051/car/4615232/m_1664717199.296.jpeg,Toyota,Camry,2016,Nhập khẩu,Sedan,50000,Trắng,Kem,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,1350000000
6716,https://s.bonbanh.com/uploads/users/669051/car/4615175/m_1664714647.799.jpeg,Lexus,RX,2019,Nhập khẩu,SUV,33000,Trắng,Đỏ,Xăng,3.5,Số tự động,AWD - 4 bánh toàn thời gian,4020000000
6717,https://s.bonbanh.com/uploads/users/669051/car/4615058/m_1664709002.415.jpeg,Lexus,ES,2013,Nhập khẩu,Sedan,51000,Trắng,Kem,Hybrid,2.5,Số tự động,FWD - Dẫn động cầu trước,1350000000
6718,https://s.bonbanh.com/uploads/users/663795/car/4534596/m_1660525970.444.jpg,Lamborghini,Huracan,2015,Nhập khẩu,Coupe,7000,Trắng,Nâu,Xăng,5.2,Số tự động,AWD - 4 bánh toàn thời gian,7200000000
6719,https://s.bonbanh.com/uploads/users/127999/car/4479742/m_1657605556.889.jpeg,Kia,Cerato,2019,Lắp ráp trong nước,Sedan,60000,Đỏ,Đen,Xăng,2,Số tự động,FWD - Dẫn động cầu trước,580000000
6720,https://s.bonbanh.com/uploads/users/674318/car/4618164/m_1664862719.180.jpeg,Toyota,Fortuner,2017,Nhập khẩu,SUV,86000,Nâu,Nâu,Dầu,2.4,Số tay,RFD - Dẫn động cầu sau,820000000
6721,https://s.bonbanh.com/uploads/users/516354/car/4572620/m_1662566833.503.jpeg,Kia,Morning,2011,Lắp ráp trong nước,Hatchback,12000,Vàng,Đen,Xăng,1.1,Số tự động,FWD - Dẫn động cầu trước,190000000
6722,https://s.bonbanh.com/uploads/users/531258/car/4362576/m_1651545070.703.jpeg,BMW,X1,2019,Nhập khẩu,SUV,10000,Đỏ,Kem,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,1330000000
6723,https://s.bonbanh.com/uploads/users/295009/car/4559908/m_1661855648.403.jpeg,Mercedes Benz,S class,2019,Lắp ráp trong nước,Sedan,18000,Đen,Nâu,Xăng,3,Số tự động,RFD - Dẫn động cầu sau,4150000000
6724,https://s.bonbanh.com/uploads/users/140784/car/4597382/m_1663813356.194.jpg,Mercedes Benz,GLC,2021,Lắp ráp trong nước,SUV,14000,Trắng,Đen,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,2095000000
6725,https://s.bonbanh.com/uploads/users/295009/car/4614522/m_1664847539.jpeg,Porsche,911,2021,Nhập khẩu,Coupe,3000,Vàng,Đen,Xăng,3,Số tự động,RFD - Dẫn động cầu sau,9700000000
6726,https://s.bonbanh.com/uploads/users/198229/car/4618471/m_1664871348.897.jpg,Ford,Everest,2013,Lắp ráp trong nước,SUV,95000,Hồng,Xám,Dầu,2.5,Số tự động,RFD - Dẫn động cầu sau,495000000
6727,https://s.bonbanh.com/uploads/users/475439/car/4591422/m_1663514801.183.jpeg,Mercedes Benz,S class,2018,Nhập khẩu,Coupe,26000,Xanh,Nâu,Xăng,3,Số tự động,AWD - 4 bánh toàn thời gian,4878000000
6728,https://s.bonbanh.com/uploads/users/382145/car/4526353/m_1660047020.983.jpeg,Mercedes Benz,GLA class,2014,Nhập khẩu,SUV,98000,Xám,Xám,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,1180000000
6729,https://s.bonbanh.com/uploads/users/252821/car/4592068/m_1663561742.750.jpg,Mazda,BT50,2017,Nhập khẩu,Bán tải / Pickup,47000,Xanh,Đen,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,540000000
6730,https://s.bonbanh.com/uploads/users/112834/car/4514001/m_1659408662.368.jpg,Kia,Seltos,2021,Lắp ráp trong nước,Crossover,18000,Đỏ,Kem,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,769000000
6731,https://s.bonbanh.com/uploads/users/112834/car/4604919/m_1664186671.265.jpg,Mitsubishi,Xpander,2019,Nhập khẩu,SUV,38000,Trắng,Kem,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,588000000
6732,https://s.bonbanh.com/uploads/users/39022/car/4606586/m_1664269353.317.jpg,Mazda,3,2012,Lắp ráp trong nước,Sedan,59000,Trắng,Đen,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,375000000
6733,https://s.bonbanh.com/uploads/users/39022/car/4600138/m_1663924700.623.jpg,Toyota,Corolla altis,2013,Lắp ráp trong nước,Sedan,86000,Đen,Kem,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,465000000
6734,https://s.bonbanh.com/uploads/users/122163/car/4618477/m_1664871464.455.jpg,Mercedes Benz,C class,2020,Lắp ráp trong nước,Sedan,18000,Trắng,Kem,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,1559000000
6735,https://s.bonbanh.com/uploads/users/581500/car/4604482/m_1664174230.121.jpeg,Toyota,Fortuner,2013,Lắp ráp trong nước,SUV,5000000,Đen,Kem,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,650000000
6736,https://s.bonbanh.com/uploads/users/140784/car/4399845/m_1653394728.863.jpeg,Ford,Tourneo,2019,Lắp ráp trong nước,Van/Minivan,33000,Đen,Vàng,Xăng,2,Số tự động,FWD - Dẫn động cầu trước,1190000000
6737,https://s.bonbanh.com/uploads/users/660653/car/4573190/m_1662609947.538.jpg,Jaguar,XF,2013,Nhập khẩu,Sedan,80000,Trắng,Cam,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,880000000
6738,https://s.bonbanh.com/uploads/users/581500/car/4567739/m_1662353857.505.jpeg,Ford,Transit,2019,Lắp ráp trong nước,Van/Minivan,50000,Vàng,Vàng,Dầu,2.4,Số tay,RFD - Dẫn động cầu sau,760000000
6739,https://s.bonbanh.com/uploads/users/660653/car/4530649/m_1660278344.490.jpg,Ford,Ranger,2021,Nhập khẩu,Bán tải / Pickup,10000,Trắng,Đen,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,735000000
6740,https://s.bonbanh.com/uploads/users/668646/car/4618483/m_1664871441.321.jpg,Ford,Everest,2022,Nhập khẩu,SUV,4000,Trắng,Đen,Dầu,2,Số tự động,4WD - Dẫn động 4 bánh,1395000000
6741,https://s.bonbanh.com/uploads/users/500367/car/4529640/m_1660211258.398.jpg,Mercedes Benz,GLC,2020,Lắp ráp trong nước,SUV,20000,Trắng,Kem,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,2380000000
6742,https://s.bonbanh.com/uploads/users/39920/car/4610169/m_1664444377.274.jpg,Ford,Explorer,2018,Nhập khẩu,SUV,40000,Trắng,Đen,Xăng,2.3,Số tự động,AWD - 4 bánh toàn thời gian,1666000000
6743,https://s.bonbanh.com/uploads/users/39920/car/4507799/m_1659068777.598.jpg,Porsche,Macan,2015,Nhập khẩu,SUV,50000,Trắng,Nâu,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,2250000000
6744,https://s.bonbanh.com/uploads/users/515924/car/4342790/m_1650443890.449.jpeg,Chevrolet,Tahoe,2008,Nhập khẩu,SUV,58000,Ghi,Xám,Xăng,5.3,Số tự động,4WD - Dẫn động 4 bánh,1390000000
6745,https://s.bonbanh.com/uploads/users/182936/car/4554526/m_1661573902.248.jpeg,Kia,Cerato,2019,Lắp ráp trong nước,Sedan,46000,Cát,Ghi,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,585000000
6746,https://s.bonbanh.com/uploads/users/463784/car/4618447/m_1664870843.310.jpg,Toyota,Avalon,2010,Nhập khẩu,Sedan,100000,Đen,Kem,Xăng,3.5,Số tự động,FWD - Dẫn động cầu trước,839000000
6747,https://s.bonbanh.com/uploads/users/24576/car/4275578/m_1647068423.141.jpg,LandRover,Range Rover,2020,Nhập khẩu,SUV,18188,Trắng,Đỏ,Xăng,3,Số tự động,AWD - 4 bánh toàn thời gian,8989000000
6748,https://s.bonbanh.com/uploads/users/8969/car/4439682/m_1655454271.708.jpg,BMW,3 Series,2016,Nhập khẩu,Sedan,88000,Xanh,Kem,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,925000000
6749,https://s.bonbanh.com/uploads/users/433227/car/4402805/m_1653636970.jpeg,Mercedes Benz,GLC,2016,Lắp ráp trong nước,SUV,56000,Trắng,Đen,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,1299000000
6750,https://s.bonbanh.com/uploads/users/373026/car/4579521/m_1662950284.633.jpg,Chevrolet,Colorado,2018,Nhập khẩu,Bán tải / Pickup,50000,Đen,Nhiều màu,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,480000000
6751,https://s.bonbanh.com/uploads/users/90213/car/4611121/m_1664509071.890.jpg,Lexus,LX,2016,Nhập khẩu,SUV,58000,Vàng,Kem,Xăng,5.7,Số tự động,AWD - 4 bánh toàn thời gian,6550000000
6752,https://s.bonbanh.com/uploads/users/90213/car/4611063/m_1664507868.232.jpg,Bentley,Bentayga,2021,Nhập khẩu,SUV,5000,Trắng,Nâu,Xăng,4,Số tự động,AWD - 4 bánh toàn thời gian,17800000000
6753,https://s.bonbanh.com/uploads/users/380444/car/4587017/m_1663299772.756.jpg,Hyundai,i10,2019,Lắp ráp trong nước,Sedan,52000,Trắng,Đen,Xăng,1.25,Số tay,FWD - Dẫn động cầu trước,325000000
6754,https://s.bonbanh.com/uploads/users/608256/car/4618453/m_1664870948.503.jpeg,Mercedes Benz,E class,2011,Lắp ráp trong nước,Sedan,100000,Nâu,Kem,Xăng,1.8,Số tự động,RFD - Dẫn động cầu sau,540000000
6755,https://s.bonbanh.com/uploads/users/637237/car/4559270/m_1661835597.820.jpg,Kia,Cerato,2017,Lắp ráp trong nước,Sedan,80000,Trắng,Kem,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,520000000
6756,https://s.bonbanh.com/uploads/users/515800/car/4455252/m_1656298423.370.jpg,LandRover,Range Rover Evoque,2014,Nhập khẩu,SUV,43000,Trắng,Đỏ,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,1299000000
6757,https://s.bonbanh.com/uploads/users/21825/car/4485921/m_1657934047.629.jpeg,Hyundai,SantaFe,2007,Nhập khẩu,SUV,150000,Bạc,Đen,Dầu,2,Số tự động,FWD - Dẫn động cầu trước,385000000
6758,https://s.bonbanh.com/uploads/users/659081/car/4508865/m_1659106838.419.jpg,Chevrolet,Camaro,2016,Nhập khẩu,Coupe,7000,Xám,Đen,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,2200000000
6759,https://s.bonbanh.com/uploads/users/549663/car/4565599/m_1662203004.235.jpeg,Kia,Carnival,2021,Lắp ráp trong nước,Van/Minivan,19000,Trắng,Nâu,Dầu,2.2,Số tự động,FWD - Dẫn động cầu trước,1600000000
6760,https://s.bonbanh.com/uploads/users/140784/car/4454092/m_1656222552.391.jpeg,BMW,X1,2018,Nhập khẩu,SUV,28000,Đỏ,Kem,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,1330000000
6761,https://s.bonbanh.com/uploads/users/273790/car/4618430/m_1664870409.407.jpeg,Ford,Ranger,2019,Nhập khẩu,Bán tải / Pickup,20000,Trắng,Đen,Dầu,2,Số tự động,4WD - Dẫn động 4 bánh,819000000
6762,https://s.bonbanh.com/uploads/users/230527/car/4610096/m_1664441884.219.jpeg,Mercedes Benz,E class,2017,Lắp ráp trong nước,Sedan,36000,Đen,Kem,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,1499000000
6763,https://s.bonbanh.com/uploads/users/620283/car/4614632/m_1664691256.242.jpeg,Hyundai,SantaFe,2020,Lắp ráp trong nước,SUV,36000,Đen,Đen,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,1095000000
6764,https://s.bonbanh.com/uploads/users/93005/car/4484243/m_1657847365.539.jpg,Ford,Ranger,2017,Nhập khẩu,Bán tải / Pickup,78000,Cam,Nhiều màu,Dầu,2.2,Số tự động,4WD - Dẫn động 4 bánh,780000000
6765,https://s.bonbanh.com/uploads/users/65240/car/4566354/m_1662268446.415.jpeg,Toyota,Prado,2015,Nhập khẩu,SUV,79999,Đen,Đen,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,1595000000
6766,https://s.bonbanh.com/uploads/users/583596/car/4577536/m_1663039762.jpeg,Mercedes Benz,S class,2014,Lắp ráp trong nước,Sedan,80000,Đen,Kem,Xăng,4.7,Số tự động,RFD - Dẫn động cầu sau,2288000000
6767,https://s.bonbanh.com/uploads/users/651510/car/4389387/m_1652859376.658.jpeg,BMW,4 Series,2016,Nhập khẩu,Sedan,45000,Đỏ,Kem,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,1490000000
6768,https://s.bonbanh.com/uploads/users/583596/car/4587693/m_1663317647.696.jpeg,Mercedes Benz,GLS,2018,Nhập khẩu,SUV,45000,Trắng,Đen,Xăng,3,Số tự động,AWD - 4 bánh toàn thời gian,3459000000
6769,https://s.bonbanh.com/uploads/users/651510/car/4523483/m_1659926427.630.jpeg,BMW,4 Series,2013,Nhập khẩu,Coupe,35000,Trắng,Kem,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,1450000000
6770,https://s.bonbanh.com/uploads/users/391887/car/4617856/m_1664870503.jpeg,Hyundai,Tucson,2021,Lắp ráp trong nước,Crossover,13000,Đen,Kem,Xăng,2,Số tự động,FWD - Dẫn động cầu trước,799000000
6771,https://s.bonbanh.com/uploads/users/506048/car/4503794/m_1658872056.726.jpeg,Mercedes Benz,E class,2022,Lắp ráp trong nước,Sedan,2000,Trắng,Đen,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,2470000000
6772,https://s.bonbanh.com/uploads/users/506015/car/4518985/m_1659665217.647.jpeg,Mercedes Benz,E class,2017,Lắp ráp trong nước,Sedan,40000,Đỏ,Kem,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,1480000000
6773,https://s.bonbanh.com/uploads/users/618813/car/4618416/m_1664870142.500.jpeg,Kia,Rio,2017,Nhập khẩu,Sedan,60000,Trắng,Kem,Xăng,1.4,Số tay,FWD - Dẫn động cầu trước,350000000
